Patron,Address,latitude,longitude,Family size,Village,Photo
Achoora_Res#11,Achoora_Res#11_Addr,34.6333953387647,74.87183861841203,5,Achoora,photos/Achoora_Res11_Achoora.jpeg
Achoora_Res#12,Achoora_Res#12_Addr,34.62838013931818,74.87149590047069,8,Achoora,photos/Achoora_Res12_Achoora.jpeg
Achoora_Res#13,Achoora_Res#13_Addr,34.631471734921625,74.86986681042893,3,Achoora,photos/Achoora_Res13_Achoora.jpeg
Achoora_Res#14,Achoora_Res#14_Addr,34.636852103435345,74.87185720887788,3,Achoora,photos/Achoora_Res14_Achoora.jpeg
Achoora_Res#15,Achoora_Res#15_Addr,34.637545956128484,74.87124083290594,8,Achoora,photos/Achoora_Res15_Achoora.jpeg
Achoora_Res#16,Achoora_Res#16_Addr,34.63536951258109,74.87178081010174,7,Achoora,photos/Achoora_Res16_Achoora.jpeg
Achoora_Res#17,Achoora_Res#17_Addr,34.63205617650482,74.87017966915164,3,Achoora,photos/Achoora_Res17_Achoora.jpeg
Achoora_Res#18,Achoora_Res#18_Addr,34.63248844641645,74.87186199342227,7,Achoora,photos/Achoora_Res18_Achoora.jpeg
Achoora_Res#19,Achoora_Res#19_Addr,34.635488242675365,74.87060952985249,5,Achoora,photos/Achoora_Res19_Achoora.jpeg
Achoora_Res#20,Achoora_Res#20_Addr,34.63229092668076,74.86957524112208,4,Achoora,photos/Achoora_Res20_Achoora.jpeg
Achoora_Res#21,Achoora_Res#21_Addr,34.630128318929884,74.87095337131454,7,Achoora,photos/Achoora_Res21_Achoora.jpeg
Achoora_Res#22,Achoora_Res#22_Addr,34.62999199328427,74.87139859394284,3,Achoora,photos/Achoora_Res22_Achoora.jpeg
Achoora_Res#23,Achoora_Res#23_Addr,34.63177709918672,74.87161029423709,7,Achoora,photos/Achoora_Res23_Achoora.jpeg
Achoora_Res#24,Achoora_Res#24_Addr,34.630492173870266,74.87147174666336,6,Achoora,photos/Achoora_Res24_Achoora.jpeg
Achoora_Res#25,Achoora_Res#25_Addr,34.63748041847426,74.87042874199706,7,Achoora,photos/Achoora_Res25_Achoora.jpeg
Achoora_Res#26,Achoora_Res#26_Addr,34.634937644936265,74.87009009175672,4,Achoora,photos/Achoora_Res26_Achoora.jpeg
Achoora_Res#27,Achoora_Res#27_Addr,34.636096591942284,74.87125193721009,7,Achoora,photos/Achoora_Res27_Achoora.jpeg
Achoora_Res#28,Achoora_Res#28_Addr,34.63312602054205,74.86956012265026,5,Achoora,photos/Achoora_Res28_Achoora.jpeg
Achoora_Res#29,Achoora_Res#29_Addr,34.63446631961143,74.86930217361919,4,Achoora,photos/Achoora_Res29_Achoora.jpeg
Achoora_Res#30,Achoora_Res#30_Addr,34.63217022831693,74.87079625256506,4,Achoora,photos/Achoora_Res30_Achoora.jpeg
Achoora_Res#31,Achoora_Res#31_Addr,34.63674228364548,74.87150307947637,4,Achoora,photos/Achoora_Res31_Achoora.jpeg
Achoora_Res#32,Achoora_Res#32_Addr,34.63526768945131,74.8720114837952,5,Achoora,photos/Achoora_Res32_Achoora.jpeg
Achoora_Res#33,Achoora_Res#33_Addr,34.63673708731916,74.87018433659564,8,Achoora,photos/Achoora_Res33_Achoora.jpeg
Achoora_Res#34,Achoora_Res#34_Addr,34.62776238310356,74.86998839361965,5,Achoora,photos/Achoora_Res34_Achoora.jpeg
Achoora_Res#35,Achoora_Res#35_Addr,34.63157277492521,74.87117082566198,7,Achoora,photos/Achoora_Res35_Achoora.jpeg
Achoora_Res#36,Achoora_Res#36_Addr,34.63605902513495,74.87177848675283,9,Achoora,photos/Achoora_Res36_Achoora.jpeg
Achoora_Res#37,Achoora_Res#37_Addr,34.628949895730536,74.8712000916944,5,Achoora,photos/Achoora_Res37_Achoora.jpeg
Achoora_Res#38,Achoora_Res#38_Addr,34.63184777685899,74.86933548316256,9,Achoora,photos/Achoora_Res38_Achoora.jpeg
Achoora_Res#39,Achoora_Res#39_Addr,34.63261732056887,74.87122588652024,5,Achoora,photos/Achoora_Res39_Achoora.jpeg
Achoora_Res#40,Achoora_Res#40_Addr,34.62817714170485,74.86991504229044,8,Achoora,photos/Achoora_Res40_Achoora.jpeg
Achoora_Res#41,Achoora_Res#41_Addr,34.63547792602364,74.87142933700682,4,Achoora,photos/Achoora_Res41_Achoora.jpeg
Achoora_Res#42,Achoora_Res#42_Addr,34.636954812305326,74.87071493179792,9,Achoora,photos/Achoora_Res42_Achoora.jpeg
Achoora_Res#43,Achoora_Res#43_Addr,34.63281352596998,74.86956410287137,3,Achoora,photos/Achoora_Res43_Achoora.jpeg
Achoora_Res#44,Achoora_Res#44_Addr,34.63151123329878,74.86985062943573,3,Achoora,photos/Achoora_Res44_Achoora.jpeg
Achoora_Res#45,Achoora_Res#45_Addr,34.63058819087124,74.87071249542826,8,Achoora,photos/Achoora_Res45_Achoora.jpeg
Achoora_Res#46,Achoora_Res#46_Addr,34.628049276473746,74.87111914098065,7,Achoora,photos/Achoora_Res46_Achoora.jpeg
Achoora_Res#47,Achoora_Res#47_Addr,34.62895371495722,74.86979323494799,4,Achoora,photos/Achoora_Res47_Achoora.jpeg
Achoora_Res#48,Achoora_Res#48_Addr,34.63277150688529,74.86987180457811,3,Achoora,photos/Achoora_Res48_Achoora.jpeg
Achoora_Res#49,Achoora_Res#49_Addr,34.63458191709828,74.8705621734268,6,Achoora,photos/Achoora_Res49_Achoora.jpeg
Achoora_Res#50,Achoora_Res#50_Addr,34.62816503248028,74.87114272772472,9,Achoora,photos/Achoora_Res50_Achoora.jpeg
Achoora_Res#51,Achoora_Res#51_Addr,34.63606887951957,74.87121558380595,4,Achoora,photos/Achoora_Res51_Achoora.jpeg
Achoora_Res#52,Achoora_Res#52_Addr,34.63330988358974,74.86955453109819,5,Achoora,photos/Achoora_Res52_Achoora.jpeg
Achoora_Res#53,Achoora_Res#53_Addr,34.634877686413404,74.8701420886705,9,Achoora,photos/Achoora_Res53_Achoora.jpeg
Achoora_Res#54,Achoora_Res#54_Addr,34.63674057295038,74.87135363747281,8,Achoora,photos/Achoora_Res54_Achoora.jpeg
Achoora_Res#55,Achoora_Res#55_Addr,34.63164749356144,74.87024945440764,4,Achoora,photos/Achoora_Res55_Achoora.jpeg
Achoora_Res#56,Achoora_Res#56_Addr,34.627900338479535,74.87033311795979,9,Achoora,photos/Achoora_Res56_Achoora.jpeg
Achoora_Res#57,Achoora_Res#57_Addr,34.633907961260114,74.87034956319063,7,Achoora,photos/Achoora_Res57_Achoora.jpeg
Achoora_Res#58,Achoora_Res#58_Addr,34.631291394399206,74.87140177621843,7,Achoora,photos/Achoora_Res58_Achoora.jpeg
Achoora_Res#59,Achoora_Res#59_Addr,34.632150377928085,74.8714634531469,8,Achoora,photos/Achoora_Res59_Achoora.jpeg
Achoora_Res#60,Achoora_Res#60_Addr,34.631833487377506,74.87052083457941,3,Achoora,photos/Achoora_Res60_Achoora.jpeg
Achoora_Res#61,Achoora_Res#61_Addr,34.62986276709622,74.86941401074762,6,Achoora,photos/Achoora_Res61_Achoora.jpeg
Achoora_Res#62,Achoora_Res#62_Addr,34.63208118320881,74.86929609627428,8,Achoora,photos/Achoora_Res62_Achoora.jpeg
Achoora_Res#63,Achoora_Res#63_Addr,34.63528854167567,74.87146294627054,6,Achoora,photos/Achoora_Res63_Achoora.jpeg
Achoora_Res#64,Achoora_Res#64_Addr,34.632435171791904,74.87172977965534,6,Achoora,photos/Achoora_Res64_Achoora.jpeg
Achoora_Res#65,Achoora_Res#65_Addr,34.62775394101507,74.86968637497705,6,Achoora,photos/Achoora_Res65_Achoora.jpeg
Achoora_Res#66,Achoora_Res#66_Addr,34.6317052019003,74.87074519085753,9,Achoora,photos/Achoora_Res66_Achoora.jpeg
Achoora_Res#67,Achoora_Res#67_Addr,34.63773039033987,74.86932240078909,3,Achoora,photos/Achoora_Res67_Achoora.jpeg
Achoora_Res#68,Achoora_Res#68_Addr,34.63524990268549,74.8701038834605,3,Achoora,photos/Achoora_Res68_Achoora.jpeg
Achoora_Res#69,Achoora_Res#69_Addr,34.636560285382124,74.86927528313639,5,Achoora,photos/Achoora_Res69_Achoora.jpeg
Achoora_Res#70,Achoora_Res#70_Addr,34.63354984582049,74.87017031922919,8,Achoora,photos/Achoora_Res70_Achoora.jpeg
